id,original_filename,categorie,confidence,metoda_clasificare,processing_status,review_status,companie,material,data_expirare,producator,adresa_producator,extraction_model,extraction_status
3546,Aviz si agrement nr 4076_DC_Tevi si fit PEHD gaze Valrom.pdf,AVIZ_TEHNIC_SI_AGREMENT,0.90,filename_wins,completed,OK,VALROM INDUSTRIE SRL,"TEVI SI FITTINGURI DIN PEID PENTRU SISTEME DE ALIMENTARE CU GAZE NATURALE; Tevi GasPRO cu strat protector sunt tevi din PE100RC, SDR 11, diam.ext. 25 ÷ 600mm, iar la exterior au un strat exfoliat din material termoplastic de culoare galbena",27.06.2027,,"Blv. Preciziei nr. 28, sector 6, București, ROMÂNIA",vision:gemini-2.0-flash,success
3547,Aviz si agrement nr 4076_Tevi si fit PEHD gaze Valrom_DC.pdf,AVIZ_TEHNIC_SI_AGREMENT,0.90,filename_wins,completed,OK,VALROM INDUSTRIE SRL,"Țevi și fitinguri din PEID pentru sisteme de alimentare cu gaze naturale, diverse dimensiuni, SDR 11 PE80, SDR11 PE100, SDR11 PE 100RC",27.06.2027,,"B-dul Preciziei, nr. 28, Sector 6, Bucuresti, Romania",vision:gemini-2.0-flash,success
3548,Certificat ISO 14001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,11-2027,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3549,Certificat ISO 45001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,11.11.2026,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3550,Certificat ISO 9001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,11.11.2026,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3551,Certificate de conformitate2025_2028.pdf,DECLARATIE_CONFORMITATE,0.90,filename_regex,completed,OK,VALROM INDUSTRIE SRL,"Tevi din PVC-U VALPLAST BY VALROM pentru evacuare, canalizare si drenaj, fără presiune, subterane sau supraterane interioară și exterioară netedă și pentru sistem, tip A, DN 110 mm - 630 mm, SN4, SN16. Marca VALPLAST.",28.08.2028,,"bd. Preciziei, nr. 28, sector 6, București, România",vision:gemini-2.0-flash,success
3552,Fisa tehnica Tevi Gaskit PE100 SDR11_11noiembrie 2024.pdf,FISA_TEHNICA,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,TEVI <GasKIT> PE100 D. 32÷630mm SDR11,11.11.2024,,"Voluntari, Judetul Ilfov, Romania",vision:gemini-2.0-flash,success
3553,VLR 002.7_Declaratie de conformitate_Tevi si fitinguri gaz VALROM_27_06_2027.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,"Tevi si fitinguri din PEID pentru alimentare cu gaze naturale, DN 25 ÷ 800 mm, SDR 11 PE80, SDR11 PE100, SDR11 PE 100RC, electrofitinguri VALROM si fitinguri VALROM PEID (capat flansa, dop, reductie, etc)",20.05.2025,,"B-dul Preciziei, Nr. 28, Sector 6, Bucuresti, Romania",vision:gemini-2.0-flash,success
3554,01737.1 PE gaz.pdf,DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,ICECON CERT,"TEVI ""POLITUB"" DIN POLIETILENĂ, PENTRU SISTEME DE ALIMENTARE CU GAZE NATURALE, PE 100/PE 100RC, DN (mm) Ø20 ÷ Ø800",19.02.2029,TERAPLAST SA,"Comuna ȘIEU-MĂGHERUȘ, Sat SĂRĂȚEL, Calea Teraplast nr. 1, jud. BISTRIȚA-NĂSĂUD",vision:gemini-2.0-flash,success
3555,1. CUI.pdf,CUI,0.95,filename_regex,completed,OK,TERAPLAST SA,"Fabricarea placilor, foliilor, tuburilor și profilelor din material plastic",,,"Sat Sărățel, Comuna Sieu-Magherus, CALEA TERAPLAST, Nr. 1, Județ Bistrița-Năsăud",vision:gemini-2.0-flash,success
3556,10. CUI.pdf,CUI,0.99,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,,,,"București Sectorul 4, Strada STÂNJENEILOR, Nr. 4, CAMERA NR. 1, Bloc 62, Scara 2, Etaj 1, Ap. 61",vision:gemini-2.0-flash,success
3557,AT 021-05-257-2025 TERAPLAST - Tevi din PEID pt. gaz.pdf,AGREMENT,0.98,filename+text_agree,completed,OK,TERAPLAST SA,TEVI DIN PEID PENTRU SISTEME DE ALIMENTARE CU GAZE NATURALE / SISTEMES DE CANALIZATIONS IN HDPE POUR LA DISTRIBUTION DE COMBUSTIBILES GAZEUX,,,"Sat Sărățel, Com. Sieu-Măgheruș, Calea Teraplast nr. 1 judet Bistrița-Năsăud",vision:gemini-2.0-flash,success
3558,Aviz Teh. 021-05-257-2025 TERAPLAST - Tevi din PEID pt. gaz.pdf,AVIZ_TEHNIC_SI_AGREMENT,0.90,text_rules,completed,OK,TERAPLAST SA,Țevi din PEID pentru sisteme de alimentare cu gaze naturale,24.07.2027,,"Sat Sărățel, Comuna Sieu-Măgheruș, Calea Teraplast nr.1, județ Bistrița-Năsăud",vision:gemini-2.0-flash,success
3559,"Certificat 01381.1 - tevi PE gaz tip 1,2,3.pdf",DECLARATIE_CONFORMITATE,0.85,text_rules,completed,OK,TERAPLAST SA,"Țevi ""POLITUB"" din polietilenă, pentru sisteme de alimentare cu gaze naturale, PE 100, PE 100RC, DN Ø20 - Ø800, SDR 11, 17",23.02.2026,,"Calea Teraplast nr. 1, jud. BISTRIȚA-NĂSĂUD",vision:gemini-2.0-flash,success
3560,Certificat_14001_ro.pdf,ISO,0.99,text_rules,completed,OK,TERAPLAST SA,,04.11.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3561,Certificat_45001_ro.pdf,ISO,0.99,text_rules,completed,OK,TERAPLAST SA,,01.12.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3562,Certificat_9001_ro.pdf,ISO,0.99,text_rules,completed,OK,TERAPLAST SA,,04.11.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3563,Fisa tehnica- tevi GAZ PE100 2022.pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,TERAPLAST SA,"Tevi PE100 pentru GAZ, SR EN-1555-2",,,,vision:gemini-2.0-flash,success
3564,Garantie TRP.pdf,CERTIFICAT_GARANTIE,0.90,text_rules,completed,OK,TERAPLAST SA,"Tevi si Fitinguri PP pentru transport apa, canalizare si drenaj, Tevi si fitinguri PP pentru canalizare ingropata in zone de protectie sanitara, Tuburi PE protectie cabluri, Microstuturi epurare si separatoare grasimi, Granule HFPR",,,"Sat Săratel, Comuna Sieu-Magherus, 
Calea TeraPlast, nr. 1, Jud. Bistrița-Năsăud, 427301",vision:gemini-2.0-flash,success
3565,Instructiuni de montaj LUCRÄRI  DE  TERASAMENT  ÅI  POZARE  pentru  reÅ£ele  PE 2021.pdf,FISA_TEHNICA,0.80,text_rules,completed,OK,TERAPLAST SA,Țevi PE,,,,vision:gemini-2.0-flash,success
3566,MODEL decl Tevi si fitinguri PE apa si gaz   Certificate 2023.pdf,DECLARATIE_CONFORMITATE,0.90,text_rules,completed,OK,TERAPLAST SA,"Tevi PE tip 1/2/3, Tevi PEID, Fitinguri din PE/PEID",,,"sat Sărățel, comuna Șieu-Măgheruș, Calea TERAPLAST, Nr. 1, 427301, județ Bistrița-Năsăud",vision:gemini-2.0-flash,success
3567,1. FT ro.pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Teava din polietilena de inalta densitate destinata retelelor de distributie si transport a gazelor naturale PE80 - PE100,,,"S.C. TehnoWorld SRL
Loc. Baia, nr. 1616, DN2E km 2
Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3568,1.1 FT engl.pdf,FISA_TEHNICA,0.90,filename_regex,completed,OK,TEHNO WORLD SRL,"Teava din polietilena de inalta densitate pentru gaz PE 100, standard EN 1555",,,"S.C TehnoWorld SRL
Loc. Baia, nr. 1616, DN2E km 2
Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3569,2. DC.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,TEVI SI FITINGURI DIN PEID PENTRU ALIMENTARE CU GAZE NATURALE COMBUSTIBILE,,,"S.C TEHNO WORLD S.R.L., Loc. Baia nr. 1616, jud. Suceava - România",vision:gemini-2.0-flash,success
3570,3. CC 8 SABLON CC TEAVA GAZ PE100_draft.pdf,CERTIFICAT_CALITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Produs conform SR EN 1555-1-2,,,"Loc. Baia, nr. 1616, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3571,4. AVT.pdf,AVIZ_TEHNIC,0.95,filename_wins,completed,OK,TEHNO WORLD SRL,Tevi și fitinguri din Peid pentru alimentare cu gaze naturale combustibile,27.02.2026,,"Baia, jud. Suceava",vision:gemini-2.0-flash,success
3572,5. AGT.pdf,AGREMENT,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,"Țevi și fitinguri din PEID pentru alimentare cu gaze naturale combustibile, tip PE 80, PE 100, SDR 11, cu diametre nominale cuprinse în domeniul 32 ÷ 800 mm, conform SR EN 1555-1/2:2021.",,,Loc. Baia nr. 1616DN 2 E- Jud. Suceava - România,vision:gemini-2.0-flash,success
3573,6. ISO 9001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,31.08.2028,,"Baia nr. 1616, DN 2 E- km 2, 727030 Baia, jud. Suceava, România",vision:gemini-2.0-flash,success
3574,7. ISO 14001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,31.08.2028,,"Baia nr. 1616, DN 2 E- km 2, 727030 Baia, jud. Suceava, România",vision:gemini-2.0-flash,success
3575,8. ISO 45001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,02.09.2028,,"Baia nr. 1616, DN 2 E- km 2 727030 Baia, jud. Suceava România",vision:gemini-2.0-flash,success
3576,adresa Tehnoworld pentru agrementul tehnic al tevii de gaz.pdf,ALTELE,0.65,ai,completed,OK,TEHNO WORLD SRL,Tevi si fitinguri din PEID pentru alimentare cu gaze naturale combustibile,26.02.2025,,"TehnoWorld SRL-Loc. Baia, nr. 1616, Jud. Suceava, RO-727020",vision:gemini-2.0-flash,partial
3577,CC 8 SABLON CC TEAVA GAZ PE100_draft.pdf,CERTIFICAT_CALITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Produs conform SR EN 1555-1-2,,,"Loc. Baia, nr. 1616, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3578,DC 36 Teava gaz PEHD_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,TEVI SI FITINGURI DIN PEID PENTRU ALIMENTARE CU GAZE NATURALE COMBUSTIBILE,,,"S.C. TEHNO WORLD S.R.L., Loc. Baia nr. 1616, jud. Suceava - Romania",vision:gemini-2.0-flash,success
3579,DOP gas pipe   eng.pdf,DECLARATIE_PERFORMANTA,0.99,filename_regex,completed,OK,TEHNO WORLD SRL,HDPE pipe for supplying combustible natural gas,,,"Loc. Baia, nr. 1616, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3580,QC8-GAS PIPE EN.pdf,CERTIFICAT_CALITATE,0.95,ai,completed,OK,TEHNO WORLD SRL,"Gas pipe PE100 D. SDR, EN 1555-1-2",,,"Loc. Baia, nr. 1616, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3581,14_FISA TEHNICA PVC  multistrat.pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,"Tevi din PVC-U multistrat pentru canalizare si drenaj, conform SR EN 13476-1:2018, SR EN 13476-3+A1:2020, SR EN 1401:2019.",,TEHNO WORLD SRL,"S.C TehnoWorld SRL Loc. Scheia, DN2E km 2 jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3582,2. ISO 9001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,31.08.2028,,"Baia nr. 1616, DN 2 E- km 2, 727030 Baia, jud. Suceava, România",vision:gemini-2.0-flash,success
3583,3. ISO 14001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,31.08.2028,,"Baia nr. 1616, DN 2 E- km 2, 727030 Baia, jud. Suceava, România",vision:gemini-2.0-flash,success
3584,4. ISO 45001.pdf,ISO,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,,02.09.2028,,"Baia nr. 1616, DN 2 E- km 2 727030 Baia, jud. Suceava România",vision:gemini-2.0-flash,success
3585,5. AVT.pdf,AVIZ_TEHNIC,0.90,filename_wins,completed,OK,AXA CERT SRL,Țevi din PVC-U pentru instalații de canalizare și drenaj,08.04.2026,TEHNO WORLD SRL,"Baia, jud. Suceava",vision:gemini-2.0-flash,success
3586,6. AGT.pdf,AGREMENT,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,Tevi multistrat din PVC-U pentru instalații de canalizare și drenaj. Diametru nominal teava: 110 ÷ 630 mm. Clasa de rigiditate inelara: SN2 (SDR 51) - rigiditate inelara 2 kN/m²; SN4 (SDR 41) - rigiditate inelara 4 kN/m²; SN8 (SDR 34) - rigiditate inelara 8 kN/m².,08.04.2027,,Loc. Baia nr. 1616 - jud. Suceava - România,vision:gemini-2.0-flash,success
3587,Agrement tehnic PVC multistrat  021-05-072-2024.pdf,AGREMENT,0.99,filename+text_agree,completed,OK,TEHNO WORLD SRL,"Tevi multistrat din PVC-U pentru instalații de canalizare și drenaj, diametru 110 ÷ 630 mm",08.04.2027,,Loc. Baia nr. 1616 - jud. Suceava - România,vision:gemini-2.0-flash,success
3588,Aviz Tehnic PVC multistrat  021-05-072-2024.pdf,AVIZ_TEHNIC,0.90,filename_wins,completed,OK,AXA CERT SRL,Țevi din PVC-U pentru instalații de canalizare și drenaj,08.04.2026,TEHNO WORLD SRL,"Baia, jud. Suceava",vision:gemini-2.0-flash,success
3589,CC 15_ sablon CC teava PVC multistrat EN 13476-2_draft_lungime utila.pdf,CERTIFICAT_CALITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,"Teava PVC multistrat cu mufa si garnitura, SR EN 13476-2, SR EN 1401-1",,,"Loc. Baia, nr. 1616, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3590,DC 10  PVC  DE250 SN8_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Tevi multistrat din PVC-U pentru instalatii de canalizare si drenaj,,,"S.C. TEHNO WORLD S.R.L., Loc. Baia nr. 161E - Jud. Suceava - România",vision:gemini-2.0-flash,success
3591,DC 21 PVC  DE160 SN8_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Tevi multistrat din PVC-U pentru instalatii de canalizare si drenaj TEVI MULTISTRAT DIN PVC-U DN160 SN8,,,"S.C TEHNO WORLD S.R.L., Loc. Balți nr. 1616 – jud. Suceava – România, Tel: 0743 289 657, e-mail: office@tehnoworld.ro, www.tehnoworld.ro",vision:gemini-2.0-flash,success
3592,DC 24 PVC  DE200 SN8_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Tevi multistrat din PVC-U pentru instalatii de canalizare si drenaj,,,"S.C. TEHNO WORLD S.R.L., Loc. Balca nr. 1616 – jud. Suceava – România, Tel. 0743 269 867, e-mail: office@tehnoworld.ro, www.tehnoworld.ro",vision:gemini-2.0-flash,success
3593,DC 29 PVC  DE315 SN8_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,TEVI MULTISTRAT DIN PVC-U PENTRU INSTALATII DE CANALIZARE SI DRENAJ 315 SN8,,,"S.C. TEHNO WORLD S.R.L., Loc. Balți nr. 1616 – jud. Suceava – România, Tel. 0743 269 827, e-mail: office@tehnoworld.ro, www.tehnoworld.ro",vision:gemini-2.0-flash,success
3594,DC 32 PVC  DE400 SN8_draft.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,Tevi multistrat din PVC-U pentru instalatii de canalizare si drenaj de 400 SN8,,,"S.C. TEHNO WORLD S.R.L., Loc. Balți nr. 1616 – jud. Suceava – România, Tel. 0743 359 857, e-mail: office@tehnoworld.ro, www.tehnoworld.ro",vision:gemini-2.0-flash,success
3595,FISA TEHNICA PVC  multistrat .pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,TEHNO WORLD SRL,"Tevi din PVC-U multistrat pentru canalizare si drenaj, SR EN 13476-1:2018, SR EN 13476-3+A1:2020, SR EN 1401 :2019",,TEHNO WORLD SRL,"S.C TehnoWorld SRL Loc. Scheia, DN2E km 2 Jud. Suceava, RO-727020",vision:gemini-2.0-flash,success
3596,Aviz agrement 4309 DC Tevi si fit PVC-U multistrat VALPlast_21nov2027.pdf,AVIZ_TEHNIC_SI_AGREMENT,0.90,filename_wins,completed,OK,VALROM INDUSTRIE SRL,Țevi și fitinguri din PVC-U multistrat pentru instalații și rețele exterioare de canalizare și drenare produse/e de VALROM INDUSTRIE S.R.L.,21.11.2027,,"Bd. Preciziei nr. 28, sector 6, Bucuresti, ROMANIA",vision:gemini-2.0-flash,success
3597,Aviz si AT 017-05-4295-2025.pdf,AVIZ_TEHNIC_SI_AGREMENT,0.98,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,Țevi și fitinguri VALROM din PEID pentru instalații de alimentare cu apă rece și canalizare,24.07.2028,,"B-dul Preciziei nr. 28, sector 6, București, ROMÂNIA",vision:gemini-2.0-flash,success
3598,Certificat ISO 14001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,20.11.2026,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3599,Certificat ISO 45001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,11.11.2026,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3600,Certificat ISO 9001 SRAC 2025_2026.pdf,ISO,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,,11.11.2026,,"B-dul. Preciziei, nr. 28, sector 6, București",vision:gemini-2.0-flash,success
3601,Certificate de conformitate2025_2028.pdf,DECLARATIE_CONFORMITATE,0.90,filename_regex,completed,OK,VALROM INDUSTRIE SRL,"Tevi din PVC-U VALPLAST by VALROM pentru evacuare, canalizare si drenaj, stații presiune, subterane sau supraterane interioară și exterioară netedă și pentru sistem, tip A, DN 110 mm - 630 mm, SN4, SN16. Marca VALPLAST.",28.08.2028,,"bd. Preciziei, nr. 28, sector 6, București, România",vision:gemini-2.0-flash,success
3602,Fisa tehnica Tevi PVC-U multistrat VALPlast.pdf,FISA_TEHNICA,0.99,filename+text_agree,completed,OK,VALROM INDUSTRIE SRL,Tevi VALPlast PVC multistrat D.110÷630mm SN2÷SN8,,,"Valrom Industrie SRL J40/8120/1991, RO8529679 Bd. Preciziei nr. 6, Sector 6 062204 Bucuresti, Romania",vision:gemini-2.0-flash,success
3603,1. FT Teava PVC-KG.pdf,FISA_TEHNICA,0.98,filename+text_agree,completed,OK,TERAPLAST SA,"TEVI DIN PVC-U RIGID MULTISTRAT PENTRU INSTALATII DE CANALIZARE INGROPATE – CURGERE FARA PRESIUNE
Standard de produs: SF 36/2017 (cu referinte din SR EN 13476)",,,"DN 15A, km 45+500
390026 Bistrita, Bistrita-Nasaud
Tel. 0263-238202, Fax. 0263-231221",vision:gemini-2.0-flash,success
3604,11. ISO 9001.pdf,ISO,0.99,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,,22.02.2027,,"Str. Stânjeneilor, nr. 4, camera nr. 1, bl. 62, sc. 2, et. 1, ap. 61, sector 4, București",vision:gemini-2.0-flash,success
3605,12. ISO 14001.pdf,ISO,0.99,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,,02.02.2027,,"Str. Stânjenellor, nr. 4, camera nr. 1, bl. 62, sc. 2, et. 1, ap. 61, sector 4, București",vision:gemini-2.0-flash,success
3606,13. ISO 45001.pdf,ISO,0.99,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,,14.02.2027,,"Str. Stânjeneilor, nr. 4, camera nr. 1, bl. 62, sc. 2, et. 1, ap. 61, sector 4, București",vision:gemini-2.0-flash,success
3607,14. ISO 50001.pdf,ISO,0.99,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,,03.04.2026,,"Str. Stânjeneilor, nr. 4, camera nr. 1, bl. 62, sc. 2, et. 1, ap. 61, sector 4, București",vision:gemini-2.0-flash,success
3608,15. DC.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,ZAKPREST CONSTRUCT SRL,Produsele livrate pentru construcții,,,"Str Stinjeneilor, nr 4, Sector 4, Bucuresti",vision:gemini-2.0-flash,success
3609,2. ISO 9001.pdf,ISO,0.99,filename+text_agree,completed,OK,TERAPLAST SA,,04.11.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3610,3. ISO 14001.pdf,ISO,0.99,filename+text_agree,completed,OK,TERAPLAST SA,,04.11.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3611,4. ISO 45001.pdf,ISO,0.99,filename+text_agree,completed,OK,TERAPLAST SA,,01.12.2027,,"Calea Teraplast, Nr. 1, Sat Saratel, Comuna Sieu-Magherus, 427301, Jud. Bistrita-Nasaud, Romania",vision:gemini-2.0-flash,success
3612,5. AVT.pdf,AVIZ_TEHNIC,0.90,filename_wins,completed,OK,TERAPLAST SA,Țevi multistrat și fitinguri din PVC pentru instalații decanalizare și drenare,08.04.2027,,,vision:gemini-2.0-flash,success
3613,6. AGT.pdf,AGREMENT,0.98,filename+text_agree,completed,OK,TERAPLAST SA,Țevi multistrat și fitinguri din PVC pentru instalații de canalizare și drenare,08.04.2027,,"Sat Sărățel, com. Sieu-Măgheruș, Calea Teraplast nr. 1 judet Bistrița-Năsăud",vision:gemini-2.0-flash,success
3614,7. DC.pdf,DECLARATIE_CONFORMITATE,0.98,filename+text_agree,completed,OK,TERAPLAST SA,Tevi Multistrat și Fitinguri din PVC pentru instalații de canalizare și drenare,,,"Parc Industrial TERAPLAST, Calea Teraplast, Nr.1, Sat: Saratel, Comuna Sieu magherus, 427298, județ Bistrița-Năsăud",vision:gemini-2.0-flash,success
3615,8. CG.pdf,CERTIFICAT_GARANTIE,0.98,filename+text_agree,completed,OK,TERAPLAST SA,"Teava PVC si Fitinguri PP pentru transport apa, canalizare si drenaj; Tevi si Fitinguri PP pentru instalatii sanitare; Tevi si Fitinguri PP pentru telecomunicatii; Tevi corugate si fitinguri din PP si PE pentru canalizare si drenaj; Tevi si fitinguri PE pentru transport gaze; Tevi si fitinguri PE",,,"Sat Sărățel, Comuna Sieu-Magherus,
Calea TeraPlast, nr. 1, Jud. Bistrița-Năsăud, 427301",vision:gemini-2.0-flash,success
